Time_s,Amplitude
0.0,-0.24460279227122747
0.01,0.7763431529021
0.02,1.1539549504436726
0.03,1.2559480907764904
0.04,0.746114037296534
0.05,0.5987243870830957
0.06,0.23475166574324402
0.07,0.3361735624898811
0.08,0.19647324692851953
0.09,0.7483126830042693
0.1,0.6192088094892212
0.11,0.13594760574343354
0.12,-0.5385419227451325
0.13,-1.0341660829345605
0.14,-1.3729350143521786
0.15,-1.4482710290929441
0.16,-1.4800201491936202
0.17,-0.6970893521106587
0.18,-0.3723264721679353
0.19,0.44739833228144077
0.2,0.40651240414404166
0.21,-0.013411105481496599
0.22,0.5726008454518524
0.23,0.32608221485469957
0.24,0.3300887934401607
0.25,0.9674400189162894
0.26,1.4057229850786928
0.27,0.9282341679319044
0.28,0.5689931245739176
0.29,0.008782545957280063
0.3,-0.3775941910217144
0.31,-1.0918549596804663
0.32,-0.9116428329719748
0.33,-1.2670077213829507
0.34,-0.902742715154075
0.35000000000000003,-0.5918290989412497
0.36,-0.5475259534047668
0.37,-0.7983628345596128
0.38,-0.6879243818612156
0.39,-0.8838410031217881
0.4,-0.5378735378627816
0.41000000000000003,-0.1264458450871301
0.42,0.41531918274275575
0.43,1.3994445527643213
0.44,1.3475596444935478
0.45,1.1449434087438095
0.46,0.5598933507040691
0.47000000000000003,0.5781097908086378
0.48,-0.18344748500064928
0.49,0.09617858292829487
0.5,0.05792539791976035
0.51,-0.01678526917374286
0.52,-0.02303577271019941
0.53,-0.6750895537595445
0.54,-0.5939781779233166
0.55,-1.2687659613888693
0.56,-1.584115995166441
0.5700000000000001,-0.9798515315307323
0.58,-0.33931290157125327
0.59,-0.05169427504834173
0.6,0.3337094563804526
0.61,0.49567491658216073
0.62,0.2832771433926611
0.63,0.8727461849175718
0.64,0.7876347814507576
0.65,0.7249946266933109
0.66,0.8311518316244904
0.67,1.0180833229179542
0.68,0.8184325312974402
0.6900000000000001,0.9060702026084287
0.7000000000000001,0.43571218189970806
0.71,-0.5416077785812856
0.72,-0.7466667670942191
0.73,-1.5175410569363323
0.74,-1.4731585198448753
0.75,-1.080017143260238
0.76,-0.6742369151560906
0.77,-0.20946926346446876
0.78,-0.003797304720289413
0.79,-0.06713299844026344
0.8,-0.8374356265467224
0.81,-0.08288225063486437
0.8200000000000001,0.12677713354540301
0.8300000000000001,0.46097002599592285
0.84,0.9549711243964949
0.85,1.2063505899075184
0.86,1.1836604108961182
0.87,1.1300770348454685
0.88,0.5496325194179386
0.89,-0.028614123093872276
0.9,-0.7664562760957656
0.91,-0.5235558794066614
0.92,-0.32717880019844814
0.93,-0.33848660493106636
0.9400000000000001,-0.4248296389732207
0.9500000000000001,-0.9362728524111548
0.96,-0.9488191782091445
0.97,-0.9371707687439317
0.98,-1.2516671401733297
0.99,-1.0489919178783769
1.0,0.12540454481452973
1.01,0.7877252538215479
1.02,1.2148053259649987
1.03,1.067802952299618
1.04,0.7768096555399264
1.05,0.7727690596977308
1.06,0.47922769157828116
1.07,0.5233348243498002
